"inputWord","inputType","output","actualOutput"
">tw;iw","Legacy Font Encoding","இவற்றை","இவற்றை"
"kdk;","Legacy Font Encoding","மனம்","மனம்"
"nfhz;L","Legacy Font Encoding","கொண்டு","கொண்டு"
"Kad;W","Legacy Font Encoding","முயன்று","முயன்று"
">d;iwa","Legacy Font Encoding","இன்றைய","இன்றைய"
"NjitfSf;F","Legacy Font Encoding","தேவைகளுக்கு","தேவைகளுக்கு"
"Vw;w","Legacy Font Encoding","ஏற்ற","ஏற்ற"
"nrhw;fis","Legacy Font Encoding","சொற்களை","சொற்களை"
"vd;","Legacy Font Encoding","என்","என்"
"trdeil","Legacy Font Encoding","வசனநடை","வசனநடை"
"Mf;fpNdd;.","Legacy Font Encoding","ஆக்கினேன்.","ஆக்கினேன்."
">jDila","Legacy Font Encoding","இதனுடைய","இதனுடைய"
"tPr;R","Legacy Font Encoding","வீச்சு","வீச்சு"
"KOtJk;","Legacy Font Encoding","முழுவதும்","முழுவதும்"
"kz;zpd;","Legacy Font Encoding","மண்ணின்","மண்ணின்"
"ike;jh;fSila","Legacy Font Encoding","மைந்தர்களுடைய","மைந்தர்களுடைய"
"Neh;ikapypUe;J","Legacy Font Encoding","நேர்மையிலிருந்து","நேர்மையிலிருந்து"
"ngwg;gl;ld","Legacy Font Encoding","பெறப்பட்டன","பெறப்பட்டன"
"vd;Nw","Legacy Font Encoding","என்றே","என்றே"
"ehd;","Legacy Font Encoding","நான்","நான்"
"epjhdpf;fpd;Nwd;.","Legacy Font Encoding","நிதானிக்கின்றேன்.","நிதானிக்கின்றேன்."
"jp.Qh","Legacy Font Encoding","தி.ஞா","தி.ஞா"
":-","Legacy Font Encoding",":-",":-"
"jq;fsJ","Legacy Font Encoding","தங்களது","தங்களது"
"'jP'","Legacy Font Encoding","'தீ'","'தீ'"
"ehty;","Legacy Font Encoding","நாவல்","நாவல்"
"kpfTk;","Legacy Font Encoding","மிகவும்","மிகவும்"
"gugug;ig","Legacy Font Encoding","பரபரப்பை","பரபரப்பை"
"Vw;gLj;jpa","Legacy Font Encoding","ஏற்படுத்திய","ஏற்படுத்திய"
"ehty;.","Legacy Font Encoding","நாவல்.","நாவல்."
"jhq;fs;","Legacy Font Encoding","தாங்கள்","தாங்கள்"
"ghypay;","Legacy Font Encoding","பாலியல்","பாலியல்"
"rk;ge;jkhd","Legacy Font Encoding","சம்பந்தமான","சம்பந்தமான"
"tplaq;fSf;F","Legacy Font Encoding","விடயங்களுக்கு","விடயங்களுக்கு"
"mjpKf;fpaj;Jtk;","Legacy Font Encoding","அதிமுக்கியத்துவம்","அதிமுக்கியத்துவம்"
"nfhLg;gjhf","Legacy Font Encoding","கொடுப்பதாக","கொடுப்பதாக"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"Fw;wr;rhl;Lk;","Legacy Font Encoding","குற்றச்சாட்டும்","குற்றச்சாட்டும்"
"vOe;jJ.","Legacy Font Encoding","எழுந்தது.","எழுந்தது."
">Jgw;wpf;","Legacy Font Encoding","இதுபற்றிக்","இதுபற்றிக்"
"$Wq;fs;.","Legacy Font Encoding","$றுங்கள்.","$றுங்கள்."
"v];.ngh.","Legacy Font Encoding","எஸ்.பொ.","எஸ்.பொ."
":-","Legacy Font Encoding",":-",":-"
"ehd;","Legacy Font Encoding","நான்","நான்"
"Xh;","Legacy Font Encoding","ஓர்","ஓர்"
">e;Jthfg;","Legacy Font Encoding","இந்துவாகப்","இந்துவாகப்"
"gpwe;J","Legacy Font Encoding","பிறந்து","பிறந்து"
">e;Jthf","Legacy Font Encoding","இந்துவாக","இந்துவாக"
"tho;fpNwd;.","Legacy Font Encoding","வாழ்கிறேன்.","வாழ்கிறேன்."
"clYwtpid","Legacy Font Encoding","உடலுறவினை","உடலுறவினை"
">e;Jkjk;","Legacy Font Encoding","இந்துமதம்","இந்துமதம்"
"nja;tPf","Legacy Font Encoding","தெய்வீக","தெய்வீக"
"topghl;L","Legacy Font Encoding","வழிபாட்டு","வழிபாட்டு"
"Kiwfspy;","Legacy Font Encoding","முறைகளில்","முறைகளில்"
"xd;whfTk;","Legacy Font Encoding","ஒன்றாகவும்","ஒன்றாகவும்"
"jhprpf;fpwJ.","Legacy Font Encoding","தரிசிக்கிறது.","தரிசிக்கிறது."
"mJ","Legacy Font Encoding","அது","அது"
"tpyf;fg;gl;l","Legacy Font Encoding","விலக்கப்பட்ட","விலக்கப்பட்ட"
"ghtg;gl;l","Legacy Font Encoding","பாவப்பட்ட","பாவப்பட்ட"
"xd;wy;y.","Legacy Font Encoding","ஒன்றல்ல.","ஒன்றல்ல."
"RrPe;jpuk;","Legacy Font Encoding","சுசீந்திரம்","சுசீந்திரம்"
"Nghd;w","Legacy Font Encoding","போன்ற","போன்ற"
">e;Jf;","Legacy Font Encoding","இந்துக்","இந்துக்"
"Nfhtpy;fspd;","Legacy Font Encoding","கோவில்களின்","கோவில்களின்"
"rpw;gq;fisr;","Legacy Font Encoding","சிற்பங்களைச்","சிற்பங்களைச்"
"nrd;W","Legacy Font Encoding","சென்று","சென்று"
"ghh;j;jhy;","Legacy Font Encoding","பார்த்தால்","பார்த்தால்"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"cz;ikia","Legacy Font Encoding","உண்மையை","உண்மையை"
">yFthfg;","Legacy Font Encoding","இலகுவாகப்","இலகுவாகப்"
"Ghpe;J","Legacy Font Encoding","புரிந்து","புரிந்து"
"nfhs;syhk;.","Legacy Font Encoding","கொள்ளலாம்.","கொள்ளலாம்."
"clYwtpd;","Legacy Font Encoding","உடலுறவின்","உடலுறவின்"
"tpidahfNt","Legacy Font Encoding","வினையாகவே","வினையாகவே"
"cwTfs;","Legacy Font Encoding","உறவுகள்","உறவுகள்"
"fw;gpf;fg;gLfpd;wd.","Legacy Font Encoding","கற்பிக்கப்படுகின்றன.","கற்பிக்கப்படுகின்றன."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"tpf;Nlhhpah","Legacy Font Encoding","விக்டோரியா","விக்டோரியா"
"kfhuhzpapd;","Legacy Font Encoding","மகாராணியின்","மகாராணியின்"
"fhyj;jpNy","Legacy Font Encoding","காலத்திலே","காலத்திலே"
"GFe;j","Legacy Font Encoding","புகுந்த","புகுந்த"
"fpwP];j;jt","Legacy Font Encoding","கிறீஸ்த்தவ","கிறீஸ்த்தவ"
"Mq;fpyf;","Legacy Font Encoding","ஆங்கிலக்","ஆங்கிலக்"
"fy;tpapd;","Legacy Font Encoding","கல்வியின்","கல்வியின்"
"jhf;fk;","Legacy Font Encoding","தாக்கம்","தாக்கம்"
"clYwTgw;wp","Legacy Font Encoding","உடலுறவுபற்றி","உடலுறவுபற்றி"
"ntspauq;fkhfg;","Legacy Font Encoding","வெளியரங்கமாகப்","வெளியரங்கமாகப்"
"gpu];jhgpg;gJ","Legacy Font Encoding","பிரஸ்தாபிப்பது","பிரஸ்தாபிப்பது"
"Fw;wkhdJ","Legacy Font Encoding","குற்றமானது","குற்றமானது"
"vd;fpw","Legacy Font Encoding","என்கிற","என்கிற"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"Nghyp","Legacy Font Encoding","போலி","போலி"
"czh;it","Legacy Font Encoding","உணர்வை","உணர்வை"
"ek;kPJ","Legacy Font Encoding","நம்மீது","நம்மீது"
"jpzpj;Js;sJ.","Legacy Font Encoding","திணித்துள்ளது.","திணித்துள்ளது."
">it","Legacy Font Encoding","இவை","இவை"
"khiafs;,","Legacy Font Encoding","மாயைகள்இ","மாயைகள்இ"
"kaf;fq;fs;.","Legacy Font Encoding","மயக்கங்கள்.","மயக்கங்கள்."
">it","Legacy Font Encoding","இவை","இவை"
"mWf;fg;gl","Legacy Font Encoding","அறுக்கப்பட","அறுக்கப்பட"
"Ntz;Lk;.","Legacy Font Encoding","வேண்டும்.","வேண்டும்."
"vd;","Legacy Font Encoding","என்","என்"
"czh;Tfs;","Legacy Font Encoding","உணர்வுகள்","உணர்வுகள்"
"vitahf","Legacy Font Encoding","எவையாக","எவையாக"
">Ue;jhYk;","Legacy Font Encoding","இருந்தாலும்","இருந்தாலும்"
"mit","Romanized Text Encoding","மிட்","அவை"
"cz;ikahf","Legacy Font Encoding","உண்மையாக","உண்மையாக"
">Ue;jhy;","Legacy Font Encoding","இருந்தால்","இருந்தால்"
"mtw;iwr;","Legacy Font Encoding","அவற்றைச்","அவற்றைச்"
"nrhy;tJ","Legacy Font Encoding","சொல்வது","சொல்வது"
"jh;kk;.","Legacy Font Encoding","தர்மம்.","தர்மம்."
">j;jifa","Legacy Font Encoding","இத்தகைய","இத்தகைய"
"njspthd","Legacy Font Encoding","தெளிவான","தெளிவான"
"epahaq;fis","Legacy Font Encoding","நியாயங்களை","நியாயங்களை"
"kdq;nfhz;Ljhd;","Legacy Font Encoding","மனங்கொண்டுதான்","மனங்கொண்டுதான்"
"'jP'","Legacy Font Encoding","'தீ'","'தீ'"
"ehtiy","Legacy Font Encoding","நாவலை","நாவலை"
"vOjpNdd;.","Legacy Font Encoding","எழுதினேன்.","எழுதினேன்."
"'jPP'","Legacy Font Encoding","'தீP'","'தீP'"
"ehtypd;","Legacy Font Encoding","நாவலின்","நாவலின்"
"gy","Legacy Font Encoding","பல","பல"
"gFjpfs;","Legacy Font Encoding","பகுதிகள்","பகுதிகள்"
"vd;","Legacy Font Encoding","என்","என்"
"nrhe;j","Legacy Font Encoding","சொந்த","சொந்த"
"mEgtq;fs;.","Legacy Font Encoding","அநுபவங்கள்.","அநுபவங்கள்."
">ad;wtiu","Legacy Font Encoding","இயன்றவரை","இயன்றவரை"
"ed;whfr;","Legacy Font Encoding","நன்றாகச்","நன்றாகச்"
"nra;a","Legacy Font Encoding","செய்ய","செய்ய"
"Kay;fpd;wdh;.","Legacy Font Encoding","முயல்கின்றனர்.","முயல்கின்றனர்."
">th;fspy;","Legacy Font Encoding","இவர்களில்","இவர்களில்"
"xUngz;","Legacy Font Encoding","ஒருபெண்","ஒருபெண்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;ghsh;","Legacy Font Encoding","வாசிப்பாளர்","வாசிப்பாளர்"
"rw;Wg;","Legacy Font Encoding","சற்றுப்","சற்றுப்"
"gae;J","Legacy Font Encoding","பயந்து","பயந்து"
"gae;J","Legacy Font Encoding","பயந்து","பயந்து"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;gJ","Legacy Font Encoding","வாசிப்பது","வாசிப்பது"
"Nghyj;","Legacy Font Encoding","போலத்","போலத்"
"Njhd;WfpwJ.","Legacy Font Encoding","தோன்றுகிறது.","தோன்றுகிறது."
"Kaw;rpnaLj;jhy;","Legacy Font Encoding","முயற்சியெடுத்தால்","முயற்சியெடுத்தால்"
">k;%tUk;","Legacy Font Encoding","இம்மூவரும்","இம்மூவரும்"
"NkYk;","Legacy Font Encoding","மேலும்","மேலும்"
"gpufhrpf;f","Legacy Font Encoding","பிரகாசிக்க","பிரகாசிக்க"
"tha;g;Gz;L.","Legacy Font Encoding","வாய்ப்புண்டு.","வாய்ப்புண்டு."
">Nj","Legacy Font Encoding","இதே","இதே"
"njhiyf;fhl;rpapy;","Legacy Font Encoding","தொலைக்காட்சியில்","தொலைக்காட்சியில்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpf;Fk;","Legacy Font Encoding","வாசிக்கும்","வாசிக்கும்"
"Gjpa","Legacy Font Encoding","புதிய","புதிய"
">isQh;","Legacy Font Encoding","இளைஞர்","இளைஞர்"
"xUth;","Legacy Font Encoding","ஒருவர்","ஒருவர்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpf;Fk;NghJ","Legacy Font Encoding","வாசிக்கும்போது","வாசிக்கும்போது"
"Fiy","Legacy Font Encoding","குலை","குலை"
"eLq;FfpwJ.","Legacy Font Encoding","நடுங்குகிறது.","நடுங்குகிறது."
"vq;Nf","Legacy Font Encoding","எங்கே","எங்கே"
"jtw","Legacy Font Encoding","தவற","தவற"
"tpl;Ltplg;","Legacy Font Encoding","விட்டுவிடப்","விட்டுவிடப்"
"NghfpwhNuh","Legacy Font Encoding","போகிறாரோ","போகிறாரோ"
"vd;W","Legacy Font Encoding","என்று","என்று"
"neQ;rk;","Legacy Font Encoding","நெஞ்சம்","நெஞ்சம்"
"gjWtJz;L.","Legacy Font Encoding","பதறுவதுண்டு.","பதறுவதுண்டு."
"mofhd","Legacy Font Encoding","அழகான","அழகான"
"Njhw;wKs;s","Legacy Font Encoding","தோற்றமுள்ள","தோற்றமுள்ள"
">e;j","Legacy Font Encoding","இந்த","இந்த"
">isQh;,","Legacy Font Encoding","இளைஞர்இ","இளைஞர்இ"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpf;Fk;","Legacy Font Encoding","வாசிக்கும்","வாசிக்கும்"
"EZf;fq;fisg;","Legacy Font Encoding","நுணுக்கங்களைப்","நுணுக்கங்களைப்"
"Ghpe;Jnfhz;L","Legacy Font Encoding","புரிந்துகொண்டு","புரிந்துகொண்டு"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpf;f","Legacy Font Encoding","வாசிக்க","வாசிக்க"
"te;jpUg;ghNuahdhy;","Legacy Font Encoding","வந்திருப்பாரேயானால்","வந்திருப்பாரேயானால்"
"ed;whf","Legacy Font Encoding","நன்றாக","நன்றாக"
">Ue;jpUf;Fk;.","Legacy Font Encoding","இருந்திருக்கும்.","இருந்திருக்கும்."
"Muk;gf;","Legacy Font Encoding","ஆரம்பக்","ஆரம்பக்"
"fl;lj;jpy;","Legacy Font Encoding","கட்டத்தில்","கட்டத்தில்"
"kpf","Legacy Font Encoding","மிக","மிக"
"Nkhrkhd","Legacy Font Encoding","மோசமான","மோசமான"
"njhiyf;fhl;rp","Legacy Font Encoding","தொலைக்காட்சி","தொலைக்காட்சி"
"nra;jpthrpg;ghsuhf","Legacy Font Encoding","செய்திவாசிப்பாளராக","செய்திவாசிப்பாளராக"
"mth;","Legacy Font Encoding","அவர்","அவர்"
">Ue;jhh;.","Legacy Font Encoding","இருந்தார்.","இருந்தார்."
"jw;NghJ","Legacy Font Encoding","தற்போது","தற்போது"
"rw;Wj;","Legacy Font Encoding","சற்றுத்","சற்றுத்"
"jpUe;jj;","Legacy Font Encoding","திருந்தத்","திருந்தத்"
"njhlq;fptpl;lhh;","Legacy Font Encoding","தொடங்கிவிட்டார்","தொடங்கிவிட்டார்"
"vdyhk;.","Legacy Font Encoding","எனலாம்.","எனலாம்."
">d;Dk;","Legacy Font Encoding","இன்னும்","இன்னும்"
"jpUe;j","Legacy Font Encoding","திருந்த","திருந்த"
">lKz;L.","Legacy Font Encoding","இடமுண்டு.","இடமுண்டு."
"I.hp","Legacy Font Encoding","ஐ.ரி","ஐ.ரி"
"vd;.","Legacy Font Encoding","என்.","என்."
">y;","Legacy Font Encoding","இல்","இல்"
"tpjk;","Legacy Font Encoding","விதம்","விதம்"
"tpjkhd","Legacy Font Encoding","விதமான","விதமான"
"Fuy;fisAk;.,","Legacy Font Encoding","குரல்களையும்.இ","குரல்களையும்.இ"
"Njhw;wq;fisAk;","Legacy Font Encoding","தோற்றங்களையும்","தோற்றங்களையும்"
"fhzyhk;.","Legacy Font Encoding","காணலாம்.","காணலாம்."
">j;njhiyf;fhl;rpapy;","Legacy Font Encoding","இத்தொலைக்காட்சியில்","இத்தொலைக்காட்சியில்"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"'tpNr\k;'","Legacy Font Encoding","'விசேஷம்'","'விசேஷம்'"
"cz;L.","Legacy Font Encoding","உண்டு.","உண்டு."
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;gpd;NghJ","Legacy Font Encoding","வாசிப்பின்போது","வாசிப்பின்போது"
"rpq;fsj;jpy;","Legacy Font Encoding","சிங்களத்தில்","சிங்களத்தில்"
">lk;ngWk;","Legacy Font Encoding","இடம்பெறும்","இடம்பெறும்"
"Ngr;Rf;fis","Legacy Font Encoding","பேச்சுக்களை","பேச்சுக்களை"
"nkhop","Legacy Font Encoding","மொழி","மொழி"
"ngah;j;J","Legacy Font Encoding","பெயர்த்து","பெயர்த்து"
"toq;Ftjpy;iy.","Legacy Font Encoding","வழங்குவதில்லை.","வழங்குவதில்லை."
"Vd;","Legacy Font Encoding","ஏன்","ஏன்"
">e;j","Legacy Font Encoding","இந்த","இந்த"
"mrke;jj;jdk;","Legacy Font Encoding","அசமந்தத்தனம்","அசமந்தத்தனம்"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
"tpsq;ftpy;iy.","Legacy Font Encoding","விளங்கவில்லை.","விளங்கவில்லை."
">J","Legacy Font Encoding","இது","இது"
"jahhpg;ghshpd;","Legacy Font Encoding","தயாரிப்பாளரின்","தயாரிப்பாளரின்"
"jtNwahFk;.","Legacy Font Encoding","தவறேயாகும்.","தவறேயாகும்."
"rf;jp","Legacy Font Encoding","சக்தி","சக்தி"
"hp.tp.apy;","Legacy Font Encoding","ரி.வி.யில்","ரி.வி.யில்"
"mbf;fb","Legacy Font Encoding","அடிக்கடி","அடிக்கடி"
"nra;jpthrpf;Fk;","Legacy Font Encoding","செய்திவாசிக்கும்","செய்திவாசிக்கும்"
">U","Legacy Font Encoding","இரு","இரு"
"Atjpfspy;","Legacy Font Encoding","யுவதிகளில்","யுவதிகளில்"
"v];.","Legacy Font Encoding","எஸ்.","எஸ்."
"jpUkfs;","Legacy Font Encoding","திருமகள்","திருமகள்"
"mofhf","Legacy Font Encoding","அழகாக","அழகாக"
"ed;whfj;","Legacy Font Encoding","நன்றாகத்","நன்றாகத்"
"jkJ","Legacy Font Encoding","தமது","தமது"
"nghWg;Gzh;e;J","Legacy Font Encoding","பொறுப்புணர்ந்து","பொறுப்புணர்ந்து"
"nraw;gLfpwhh;.","Legacy Font Encoding","செயற்படுகிறார்.","செயற்படுகிறார்."
"kw;wth;","Legacy Font Encoding","மற்றவர்","மற்றவர்"
"nrhe;jkhfj;","Legacy Font Encoding","சொந்தமாகத்","சொந்தமாகத்"
"jpwikapUe;Jk;,","Legacy Font Encoding","திறமையிருந்தும்இ","திறமையிருந்தும்இ"
"ey;y","Legacy Font Encoding","நல்ல","நல்ல"
"Fuy;tsk;","Legacy Font Encoding","குரல்வளம்","குரல்வளம்"
">Ue;Jk;,","Legacy Font Encoding","இருந்தும்இ","இருந்தும்இ"
"VNdh","Legacy Font Encoding","ஏனோ","ஏனோ"
"Njitapy;yhky;","Legacy Font Encoding","தேவையில்லாமல்","தேவையில்லாமல்"
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;Lr;","Legacy Font Encoding","நாட்டுச்","நாட்டுச்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;ghsh;fis","Legacy Font Encoding","வாசிப்பாளர்களை","வாசிப்பாளர்களை"
"mg;gbNa","Legacy Font Encoding","அப்படியே","அப்படியே"
"gpd;gw;wj;","Legacy Font Encoding","பின்பற்றத்","பின்பற்றத்"
"Jbf;fpwhh;.","Legacy Font Encoding","துடிக்கிறார்.","துடிக்கிறார்."
"jkJ","Legacy Font Encoding","தமது","தமது"
"mofhd","Legacy Font Encoding","அழகான","அழகான"
"Fuiy","Legacy Font Encoding","குரலை","குரலை"
"tpy;yq;fkhfr;","Legacy Font Encoding","வில்லங்கமாகச்","வில்லங்கமாகச்"
"nraw;ifahf","Legacy Font Encoding","செயற்கையாக","செயற்கையாக"
"Mf;fpf;","Legacy Font Encoding","ஆக்கிக்","ஆக்கிக்"
"nfhz;L,","Legacy Font Encoding","கொண்டுஇ","கொண்டுஇ"
"nrhw;fisf;","Legacy Font Encoding","சொற்களைக்","சொற்களைக்"
"fuL","Romanized Text Encoding","பிலால்","கரடு"
"Kulhff;","Legacy Font Encoding","முரடாகக்","முரடாகக்"
"Fjwpj;","Legacy Font Encoding","குதறித்","குதறித்"
"Jg;Gfpwhh;.","Legacy Font Encoding","துப்புகிறார்.","துப்புகிறார்."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;Lr;","Legacy Font Encoding","நாட்டுச்","நாட்டுச்"
"nra;jp","Legacy Font Encoding","செய்தி","செய்தி"
"thrpg;ghsh;fis","Legacy Font Encoding","வாசிப்பாளர்களை","வாசிப்பாளர்களை"
"mr;nrhl;lhfg;","Legacy Font Encoding","அச்சொட்டாகப்","அச்சொட்டாகப்"
"gpd;gw;WtNj","Legacy Font Encoding","பின்பற்றுவதே","பின்பற்றுவதே"
"jkf;Fg;","Legacy Font Encoding","தமக்குப்","தமக்குப்"
"NgiuAk;","Legacy Font Encoding","பேரையும்","பேரையும்"
"GfioAk;","Legacy Font Encoding","புகழையும்","புகழையும்"
"jUnkd;W","Legacy Font Encoding","தருமென்று","தருமென்று"
">th;","Legacy Font Encoding","இவர்","இவர்"
"jtwhff;","Legacy Font Encoding","தவறாகக்","தவறாகக்"
"fUjptpl;lhh;","Legacy Font Encoding","கருதிவிட்டார்","கருதிவிட்டார்"
"NghYk;.","Legacy Font Encoding","போலும்.","போலும்."
"jkpo;","Legacy Font Encoding","தமிழ்","தமிழ்"
"ehl;Lj;","Legacy Font Encoding","நாட்டுத்","நாட்டுத்"
"njhiyf;fhl;rpr;","Legacy Font Encoding","தொலைக்காட்சிச்","தொலைக்காட்சிச்"
"nra;jpthrpg;ghsh;fistpl","Legacy Font Encoding","செய்திவாசிப்பாளர்களைவிட","செய்திவாசிப்பாளர்களைவிட"
">yq;ifr;","Legacy Font Encoding","இலங்கைச்","இலங்கைச்"
"nra;jpthrpg;ghsh;fs;","Legacy Font Encoding","செய்திவாசிப்பாளர்கள்","செய்திவாசிப்பாளர்கள்"
"rpwg;ghfr;","Legacy Font Encoding","சிறப்பாகச்","சிறப்பாகச்"
"nra;jpfis","Legacy Font Encoding","செய்திகளை","செய்திகளை"
"thrpf;fpwhh;fs;","Legacy Font Encoding","வாசிக்கிறார்கள்","வாசிக்கிறார்கள்"
"vd;gJjhd;","Legacy Font Encoding","என்பதுதான்","என்பதுதான்"
"cz;ik.","Legacy Font Encoding","உண்மை.","உண்மை."
"Njitapd;wpg;","Legacy Font Encoding","தேவையின்றிப்","தேவையின்றிப்"
"gpwiu","Legacy Font Encoding","பிறரை","பிறரை"
"mg;gbNa","Legacy Font Encoding","அப்படியே","அப்படியே"
"gpd;gw;w","Legacy Font Encoding","பின்பற்ற","பின்பற்ற"
"Kide;J,","Legacy Font Encoding","முனைந்துஇ","முனைந்துஇ"
"jkJ","Legacy Font Encoding","தமது","தமது"
"nrhe;jj;","Legacy Font Encoding","சொந்தத்","சொந்தத்"
"jpwikia","Legacy Font Encoding","திறமையை","திறமையை"
">th;","Legacy Font Encoding","இவர்","இவர்"
"tPzhf","Legacy Font Encoding","வீணாக","வீணாக"
">oe;J","Legacy Font Encoding","இழந்து","இழந்து"
"tpLfpwhh;.","Legacy Font Encoding","விடுகிறார்.","விடுகிறார்."
"vjph;","Legacy Font Encoding","எதிர்","எதிர்"
"fhyj;jpyhtJ","Legacy Font Encoding","காலத்திலாவது","காலத்திலாவது"
">r;nra;jpthrpg;ghsh;","Legacy Font Encoding","இச்செய்திவாசிப்பாளர்","இச்செய்திவாசிப்பாளர்"
"jkJ","Legacy Font Encoding","தமது","தமது"
"jpwikapYk;.","Legacy Font Encoding","திறமையிலும்.","திறமையிலும்."
"jkJ","Legacy Font Encoding","தமது","தமது"
"nrhe;jf;","Legacy Font Encoding","சொந்தக்","சொந்தக்"
"Fuy;tsj;jpYk;","Legacy Font Encoding","குரல்வளத்திலும்","குரல்வளத்திலும்"
"ek;gpf;if","Legacy Font Encoding","நம்பிக்கை","நம்பிக்கை"
"itj;Jr;","Legacy Font Encoding","வைத்துச்","வைத்துச்"
"nraw;gLthNuahdhy;,","Legacy Font Encoding","செயற்படுவாரேயானால்இ","செயற்படுவாரேயானால்இ"
"mth;","Legacy Font Encoding","அவர்","அவர்"
"gpufhrpf;f","Legacy Font Encoding","பிரகாசிக்க","பிரகாசிக்க"
">lKz;L.","Legacy Font Encoding","இடமுண்டு.","இடமுண்டு."
"mkh;tpy;","Legacy Font Encoding","அமர்வில்","அமர்வில்"
">e;jpa,","Legacy Font Encoding","இந்தியஇ","இந்தியஇ"
">yq;if,","Legacy Font Encoding","இலங்கைஇ","இலங்கைஇ"
"kNyrpa,","Legacy Font Encoding","மலேசியஇ","மலேசியஇ"
"rpq;fg;G+h;","Legacy Font Encoding","சிங்கப்பு+ர்","சிங்கப்பு+ர்"
"fy;tpkhd;fs;;","Legacy Font Encoding","கல்விமான்கள்;","கல்விமான்கள்;"
"fye;Jnfhz;ldh;.","Legacy Font Encoding","கலந்துகொண்டனர்.","கலந்துகொண்டனர்."
"cyfj;jkpo;","Legacy Font Encoding","உலகத்தமிழ்","உலகத்தமிழ்"
"tuyhW","Legacy Font Encoding","வரலாறு","வரலாறு"
"vd;w","Legacy Font Encoding","என்ற","என்ற"
"E}ypd;","Legacy Font Encoding","நூலின்","நூலின்"
"E}yhf;ff;","Legacy Font Encoding","நூலாக்கக்","நூலாக்கக்"
"FOtpy;","Legacy Font Encoding","குழுவில்","குழுவில்"
">e;jpahitr;","Legacy Font Encoding","இந்தியாவைச்","இந்தியாவைச்"
"Nrh;e;j","Legacy Font Encoding","சேர்ந்த","சேர்ந்த"
"Nguhrphpah;fs;","Legacy Font Encoding","பேராசிரியர்கள்","பேராசிரியர்கள்"
"jkpoz;zy;,","Legacy Font Encoding","தமிழண்ணல்இ","தமிழண்ணல்இ"
"Nrh.","Legacy Font Encoding","சோ.","சோ."
"e.","Legacy Font Encoding","ந.","ந."
"fe;jrhkp,","Legacy Font Encoding","கந்தசாமிஇ","கந்தசாமிஇ"
">uh.","Legacy Font Encoding","இரா.","இரா."
">stuR,","Legacy Font Encoding","இளவரசுஇ","இளவரசுஇ"
">.Re;ju%h;j;jp,","Legacy Font Encoding","இ.சுந்தரமூர்த்திஇ","இ.சுந்தரமூர்த்திஇ"
">uh.","Legacy Font Encoding","இரா.","இரா."
"Nkhfd;","Legacy Font Encoding","மோகன்","மோகன்"
"cl;glg;","Legacy Font Encoding","உட்படப்","உட்படப்"
"gjpndhU","Legacy Font Encoding","பதினொரு","பதினொரு"
"Ngh;","Legacy Font Encoding","பேர்","பேர்"
"fye;Jnfhz;ldh;.","Legacy Font Encoding","கலந்துகொண்டனர்.","கலந்துகொண்டனர்."
">yq;ifapypUe;J","Legacy Font Encoding","இலங்கையிலிருந்து","இலங்கையிலிருந்து"
"Nguhrphpah;fs;","Legacy Font Encoding","பேராசிரியர்கள்","பேராசிரியர்கள்"
"fh.rptj;jk;gp,","Legacy Font Encoding","கா.சிவத்தம்பிஇ","கா.சிவத்தம்பிஇ"
"m.","Legacy Font Encoding","அ.","அ."
"rz;Kfjh];,","Legacy Font Encoding","சண்முகதாஸ்இ","சண்முகதாஸ்இ"
"e.","Legacy Font Encoding","ந.","ந."
"Rg;gpukzpad;,","Legacy Font Encoding","சுப்பிரமணியன்இ","சுப்பிரமணியன்இ"
"fyhepjpfs;","Legacy Font Encoding","கலாநிதிகள்","கலாநிதிகள்"
"vk;.","Legacy Font Encoding","எம்.","எம்."
"V.","Legacy Font Encoding","ஏ.","ஏ."
"E<khd;,","Legacy Font Encoding","நுஈமான்இ","நுஈமான்இ"
"Jiu.","Legacy Font Encoding","துரை.","துரை."
"kNdhfud;,","Legacy Font Encoding","மனோகரன்இ","மனோகரன்இ"
"nr.Nahfuhrh,","Legacy Font Encoding","செ.யோகராசாஇ","செ.யோகராசாஇ"
"rptypq;fuh[h,","Legacy Font Encoding","சிவலிங்கரா[hஇ","சிவலிங்கரா[hஇ"
"mk;kd;fpsp","Legacy Font Encoding","அம்மன்கிளி","அம்மன்கிளி"
