"inputWord","inputType","output","actualOutput"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"rhjhud","Legacy Font Encoding","சாதாரன","சாதாரன"
"kdpjdJ","Legacy Font Encoding","மனிதனது","மனிதனது"
"rhpj;jpuk;,","Legacy Font Encoding","சரித்திரம்இ","சரித்திரம்இ"
"fz;","Legacy Font Encoding","கண்","கண்"
"Js;shh;.","Legacy Font Encoding","துள்ளார்.","துள்ளார்."
"Kd;Diuapy;","Legacy Font Encoding","முன்னுரையில்","முன்னுரையில்"
"fyhepjp","Legacy Font Encoding","கலாநிதி","கலாநிதி"
"Jiu.kNdhfud;","Legacy Font Encoding","துரை.மனோகரன்","துரை.மனோகரன்"
"Gjpa","Legacy Font Encoding","புதிய","புதிய"
"E}yfj;jpy;","Legacy Font Encoding","நூலகத்தில்","நூலகத்தில்"
"ePq;fs;","Legacy Font Encoding","நீங்கள்","நீங்கள்"
"vOjpa","Legacy Font Encoding","எழுதிய","எழுதிய"
"E}y;fspd;","Legacy Font Encoding","நூல்களின்","நூல்களின்"
"tpguq;fSk;","Legacy Font Encoding","விபரங்களும்","விபரங்களும்"
">lk;ngw","Legacy Font Encoding","இடம்பெற","இடம்பெற"
"Ntz;Lkhapd;","Legacy Font Encoding","வேண்டுமாயின்","வேண்டுமாயின்"
"E}y;fspd;","Legacy Font Encoding","நூல்களின்","நூல்களின்"
">","Legacy Font Encoding","இ","இ"
"uz;","Legacy Font Encoding","ரண்","ரண்"
"L","en","L","டு"
"gpujpfis","Legacy Font Encoding","பிரதிகளை","பிரதிகளை"
"m","en","m","அ"
"Dg;","Legacy Font Encoding","னுப்","னுப்"
"gp","Romanized Text Encoding","ஜிப்","பி"
"itAq;fs;","Legacy Font Encoding","வையுங்கள்","வையுங்கள்"
"jp.QhdNrfud;","Legacy Font Encoding","தி.ஞானசேகரன்","தி.ஞானசேகரன்"
"19/7,","Legacy Font Encoding","19/7இ","19/7இ"
"Nguhjid","Legacy Font Encoding","பேராதனை","பேராதனை"
"tPjp,","Legacy Font Encoding","வீதிஇ","வீதிஇ"
"fz;b.","Legacy Font Encoding","கண்டி.","கண்டி."
"njh.Ng.","Legacy Font Encoding","தொ.பே.","தொ.பே."
"-","Legacy Font Encoding","-","-"
"08-234755","Legacy Font Encoding","08-234755","08-234755"
"077-306506","special_case","077-306506","077-306506"
"E-Mail-gnanams@kandyan.net","Romanized Text Encoding","ஈ-மெயில்-ஞானம்ஸ்@காந்தியன்.நெட்","நு-ஆயடை-பயெயெஅள@மயனெலயn.நெவ"
"Fax","Romanized Text Encoding","பாஸ்","குயஒ"
"08-234755","Legacy Font Encoding","08-234755","08-234755"
"fyhepjp","Legacy Font Encoding","கலாநிதி","கலாநிதி"
"Jiu.kNdhfud;","Legacy Font Encoding","துரை.மனோகரன்","துரை.மனோகரன்"
"25","Legacy Font Encoding","25","25"
"k(W)Ukfs;","Legacy Font Encoding","ம(று)ருமகள்","ம(று)ருமகள்"
"-","Legacy Font Encoding","-","-"
"31","Legacy Font Encoding","31","31"
"fiykfs;","Legacy Font Encoding","கலைமகள்","கலைமகள்"
"`pjhah","Legacy Font Encoding","ஹிதாயா","ஹிதாயா"
"fUtiwapypUe;J","Legacy Font Encoding","கருவறையிலிருந்து","கருவறையிலிருந்து"
"Xh;","Legacy Font Encoding","ஓர்","ஓர்"
"fjwy;.....","Legacy Font Encoding","கதறல்.....","கதறல்....."
"-","Legacy Font Encoding","-","-"
"32","Legacy Font Encoding","32","32"
"jPtp","Legacy Font Encoding","தீவி","தீவி"
"Kfg;Gr;","Legacy Font Encoding","முகப்புச்","முகப்புச்"
"rpj;jpuk;:","Legacy Font Encoding","சித்திரம்:","சித்திரம்:"
"eh.Mde;jd;","Legacy Font Encoding","நா.ஆனந்தன்","நா.ஆனந்தன்"
"30","Legacy Font Encoding","30","30"
"03","Legacy Font Encoding","03","03"
"[","Legacy Font Encoding","[","["
"K","en","K","மு"
"d","en","d","ன"
"h","en","h","h"
"fz;b","Legacy Font Encoding","கண்டி","கண்டி"
"Gjpa","Legacy Font Encoding","புதிய","புதிய"
"E}yfk;","Legacy Font Encoding","நூலகம்","நூலகம்"
"me;jdp[Pth","Legacy Font Encoding","அந்தனி[Pவா","அந்தனி[Pவா"
"Kjw;","Legacy Font Encoding","முதற்","முதற்"
"gjpg;G:","Legacy Font Encoding","பதிப்பு:","பதிப்பு:"
"ij","Legacy Font Encoding","தை","தை"
"1998.","Legacy Font Encoding","1998.","1998."
"ntspaPL:","Legacy Font Encoding","வெளியீடு:","வெளியீடு:"
"mk;kh","Legacy Font Encoding","அம்மா","அம்மா"
"gjpg;gfk;","Legacy Font Encoding","பதிப்பகம்","பதிப்பகம்"
"172,","Legacy Font Encoding","172இ","172இ"
"gpujhd","Legacy Font Encoding","பிரதான","பிரதான"
"tPjp,","Legacy Font Encoding","வீதிஇ","வீதிஇ"
"jpUkiy","Legacy Font Encoding","திருமலை","திருமலை"
"nkhop","Legacy Font Encoding","மொழி","மொழி"
"kPJ","Legacy Font Encoding","மீது","மீது"
"ftp","Legacy Font Encoding","கவி","கவி"
"vOjpa","Legacy Font Encoding","எழுதிய","எழுதிய"
"vd;dUikf;","Legacy Font Encoding","என்னருமைக்","என்னருமைக்"
"ftpQh;fspd;","Legacy Font Encoding","கவிஞர்களின்","கவிஞர்களின்"
"mk;khtpd;","Legacy Font Encoding","அம்மாவின்","அம்மாவின்"
"ftpijfs;","Legacy Font Encoding","கவிதைகள்","கவிதைகள்"
">dp","Legacy Font Encoding","இனி","இனி"
"cq;fSf;F","Legacy Font Encoding","உங்களுக்கு","உங்களுக்கு"
"-","Legacy Font Encoding","-","-"
"jpUkiy","Legacy Font Encoding","திருமலை","திருமலை"
"Re;jh","Legacy Font Encoding","சுந்தா","சுந்தா"
"THE","en","THE","வுர்நு"
"LEARNER’S","Romanized Text Encoding","லேஅறனேர்’ஸ்","டுநுயுசுNநுசு’ளு"
"DIGEST","en","DIGEST","னுஐபுநுளுவு"
"”bf;...bf;....“","Legacy Font Encoding","”டிக்...டிக்....“","”டிக்...டிக்....“"
"tpuy;fisr;","Legacy Font Encoding","விரல்களைச்","விரல்களைச்"
"nrhLf;nfLj;Jf;","Legacy Font Encoding","சொடுக்கெடுத்துக்","சொடுக்கெடுத்துக்"
"nfhs;fpNwd;.","Legacy Font Encoding","கொள்கிறேன்.","கொள்கிறேன்."
"vy;yh","Legacy Font Encoding","எல்லா","எல்லா"
"tpuy;fSk;","Legacy Font Encoding","விரல்களும்","விரல்களும்"
">ira","Legacy Font Encoding","இசைய","இசைய"
"kWf;fpd;wd.","Legacy Font Encoding","மறுக்கின்றன.","மறுக்கின்றன."
"fhiyapypUe;J","Legacy Font Encoding","காலையிலிருந்து","காலையிலிருந்து"
"vj;jid","Legacy Font Encoding","எத்தனை","எத்தனை"
"Kiwjhd;","Legacy Font Encoding","முறைதான்","முறைதான்"
"nrhLf;nfLg;gJŒ","Legacy Font Encoding","சொடுக்கெடுப்பதுŒ","சொடுக்கெடுப்பதுŒ"
"mit","Romanized Text Encoding","மிட்","அவை"
"Xa;e;J","Legacy Font Encoding","ஓய்ந்து","ஓய்ந்து"
"tp;l;ldNghYk;.","Legacy Font Encoding","வி;ட்டனபோலும்.","வி;ட்டனபோலும்."
"Mdhy;","Legacy Font Encoding","ஆனால்","ஆனால்"
"kPz;Lk;","Legacy Font Encoding","மீண்டும்","மீண்டும்"
"kPz;Lk;","Legacy Font Encoding","மீண்டும்","மீண்டும்"
"Kaw;rpj;Jf;nfhz;Nl","Legacy Font Encoding","முயற்சித்துக்கொண்டே","முயற்சித்துக்கொண்டே"
">Uf;","Legacy Font Encoding","இருக்","இருக்"
"fpd;Nwd;.","Legacy Font Encoding","கின்றேன்.","கின்றேன்."
"tpuy;fSld;","Legacy Font Encoding","விரல்களுடன்","விரல்களுடன்"
"Nghl;bapl","Legacy Font Encoding","போட்டியிட","போட்டியிட"
"Ntz;Lk;","Legacy Font Encoding","வேண்டும்","வேண்டும்"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
"Nehf;fky;y.","Legacy Font Encoding","நோக்கமல்ல.","நோக்கமல்ல."
"kdJld;","Legacy Font Encoding","மனதுடன்","மனதுடன்"
"Nghl;baplNtz;Lk;","Legacy Font Encoding","போட்டியிடவேண்டும்","போட்டியிடவேண்டும்"
"vd;gNj","Legacy Font Encoding","என்பதே","என்பதே"
"kiwKf","Legacy Font Encoding","மறைமுக","மறைமுக"
"Nehf;fk;.","Legacy Font Encoding","நோக்கம்.","நோக்கம்."
"vd;","Legacy Font Encoding","என்","என்"
"kdjpy;","Legacy Font Encoding","மனதில்","மனதில்"
"FbNawpAs;s","Legacy Font Encoding","குடியேறியுள்ள","குடியேறியுள்ள"
"gaj;ij........","Legacy Font Encoding","பயத்தை........","பயத்தை........"
"glglg;","Legacy Font Encoding","படபடப்","படபடப்"
"ig........","Legacy Font Encoding","பை........","பை........"
"Jd;gj;ij............","Legacy Font Encoding","துன்பத்தை............","துன்பத்தை............"
"VNjh","Legacy Font Encoding","ஏதோ","ஏதோ"
"xd;iw.......","Legacy Font Encoding","ஒன்றை.......","ஒன்றை......."
"vdf;Fr;","Legacy Font Encoding","எனக்குச்","எனக்குச்"
"rhpahf","Legacy Font Encoding","சரியாக","சரியாக"
">dq;","Legacy Font Encoding","இனங்","இனங்"
"fhl;lj;","Legacy Font Encoding","காட்டத்","காட்டத்"
"njhpatpy;iy.","Legacy Font Encoding","தெரியவில்லை.","தெரியவில்லை."
"my;yJ,","Legacy Font Encoding","அல்லதுஇ","அல்லதுஇ"
"ehd;","Legacy Font Encoding","நான்","நான்"
"epidf;fpNwd;,","Legacy Font Encoding","நினைக்கிறேன்இ","நினைக்கிறேன்இ"
"vd;","Legacy Font Encoding","என்","என்"
">UgJ","Legacy Font Encoding","இருபது","இருபது"
"Mz;Lfhy","Legacy Font Encoding","ஆண்டுகால","ஆண்டுகால"
"tho;f;ifapy;","Legacy Font Encoding","வாழ்க்கையில்","வாழ்க்கையில்"
"re;jpj;jpuhj","Legacy Font Encoding","சந்தித்திராத","சந்தித்திராத"
"my;yJ","Legacy Font Encoding","அல்லது","அல்லது"
"re;jpj;J","Legacy Font Encoding","சந்தித்து","சந்தித்து"
"gphpj;jwpaj;","Legacy Font Encoding","பிரித்தறியத்","பிரித்தறியத்"
"njhpahj","Legacy Font Encoding","தெரியாத","தெரியாத"
"xUtpj","Legacy Font Encoding","ஒருவித","ஒருவித"
"czh;r;rp","Legacy Font Encoding","உணர்ச்சி","உணர்ச்சி"
"vd;","Legacy Font Encoding","என்","என்"
"kdij","Legacy Font Encoding","மனதை","மனதை"
"Ml;bg;gilj;Jf;","Legacy Font Encoding","ஆட்டிப்படைத்துக்","ஆட்டிப்படைத்துக்"
"nfhz;bUf;fpwJ.","Legacy Font Encoding","கொண்டிருக்கிறது.","கொண்டிருக்கிறது."
"me;j","Legacy Font Encoding","அந்த","அந்த"
"kdtOj;jj;jpw;F","Legacy Font Encoding","மனவழுத்தத்திற்கு","மனவழுத்தத்திற்கு"
"nrhLf;nfLg;gjd;","Legacy Font Encoding","சொடுக்கெடுப்பதன்","சொடுக்கெடுப்பதன்"
"%yk;","Legacy Font Encoding","மூலம்","மூலம்"
"tbfhiyj;","Legacy Font Encoding","வடிகாலைத்","வடிகாலைத்"
"Njbf;nfhs;fpNwd;.","Legacy Font Encoding","தேடிக்கொள்கிறேன்.","தேடிக்கொள்கிறேன்."
">d;W","Legacy Font Encoding","இன்று","இன்று"
"vd;idg;","Legacy Font Encoding","என்னைப்","என்னைப்"
"ngz;","Legacy Font Encoding","பெண்","பெண்"
"ghh;f;f","Legacy Font Encoding","பார்க்க","பார்க்க"
"tUfpwhh;fshk;.","Legacy Font Encoding","வருகிறார்களாம்.","வருகிறார்களாம்."
"mjdhy;jhd;","Legacy Font Encoding","அதனால்தான்","அதனால்தான்"
"tPl;by;","Legacy Font Encoding","வீட்டில்","வீட்டில்"
">j;jid","Legacy Font Encoding","இத்தனை","இத்தனை"
"Mh;g;ghl;lk;.","Legacy Font Encoding","ஆர்ப்பாட்டம்.","ஆர்ப்பாட்டம்."
"mz;zh","Legacy Font Encoding","அண்ணா","அண்ணா"
"Ntiyf;Fr;","Legacy Font Encoding","வேலைக்குச்","வேலைக்குச்"
"nry;ytpy;iy?","Legacy Font Encoding","செல்லவில்லை?","செல்லவில்லை?"
"jk;gp","Legacy Font Encoding","தம்பி","தம்பி"
"ghlrhiyf;Fg;","Legacy Font Encoding","பாடசாலைக்குப்","பாடசாலைக்குப்"
"Nghftpy;iy?","Legacy Font Encoding","போகவில்லை?","போகவில்லை?"
"kidtp","Legacy Font Encoding","மனைவி","மனைவி"
">Uf;fj;jf;fjhf","Legacy Font Encoding","இருக்கத்தக்கதாக","இருக்கத்தக்கதாக"
"rha;T","Legacy Font Encoding","சாய்வு","சாய்வு"
"ehw;fhypia","Legacy Font Encoding","நாற்காலியை","நாற்காலியை"
">uz;lhtJ","Legacy Font Encoding","இரண்டாவது","இரண்டாவது"
"jpUkzk;","Legacy Font Encoding","திருமணம்","திருமணம்"
"nra;Jnfhz;l","Legacy Font Encoding","செய்துகொண்ட","செய்துகொண்ட"
"mg;gh,","Legacy Font Encoding","அப்பாஇ","அப்பாஇ"
"mtsplk;$l","Legacy Font Encoding","அவளிடம்$ட","அவளிடம்$ட"
">d;W","Legacy Font Encoding","இன்று","இன்று"
"mZf","Legacy Font Encoding","அணுக","அணுக"
"tpy;iy.","Legacy Font Encoding","வில்லை.","வில்லை."
"mk;khTk;","Legacy Font Encoding","அம்மாவும்","அம்மாவும்"
"mz;zpAk;","Legacy Font Encoding","அண்ணியும்","அண்ணியும்"
"khj;jpuk;","Legacy Font Encoding","மாத்திரம்","மாத்திரம்"
"Ntiyf;F","Legacy Font Encoding","வேலைக்கு","வேலைக்கு"
"kl;lk;","Legacy Font Encoding","மட்டம்","மட்டம்"
"Nghlhky;","Legacy Font Encoding","போடாமல்","போடாமல்"
"mLg;Gld;","Legacy Font Encoding","அடுப்புடன்","அடுப்புடன்"
"Nghuhbf;","Legacy Font Encoding","போராடிக்","போராடிக்"
"nfhz;bUf;fpwhh;fs;.","Legacy Font Encoding","கொண்டிருக்கிறார்கள்.","கொண்டிருக்கிறார்கள்."
"ehd;","Legacy Font Encoding","நான்","நான்"
"kdJld;","Legacy Font Encoding","மனதுடன்","மனதுடன்"
"Nghuhbf;","Legacy Font Encoding","போராடிக்","போராடிக்"
"nfhz;bUf;fpNwd;.","Legacy Font Encoding","கொண்டிருக்கிறேன்.","கொண்டிருக்கிறேன்."
"*","Legacy Font Encoding","*","*"
"*","Legacy Font Encoding","*","*"
"*","Legacy Font Encoding","*","*"
"*","Legacy Font Encoding","*","*"
"*","Legacy Font Encoding","*","*"
"fhiyapypUe;Nj","Legacy Font Encoding","காலையிலிருந்தே","காலையிலிருந்தே"
"vg;gb","Legacy Font Encoding","எப்படி","எப்படி"
"Reactions","Romanized Text Encoding","ரேங்க்ஷன்ஸ்","சுநயஉவழைளெ"
"fhl;LtJ","Legacy Font Encoding","காட்டுவது","காட்டுவது"
"vd;gJ","Legacy Font Encoding","என்பது","என்பது"
"rpukkhAs;sJ.","Legacy Font Encoding","சிரமமாயுள்ளது.","சிரமமாயுள்ளது."
"Kd;dh;","Legacy Font Encoding","முன்னர்","முன்னர்"
">tw;Wf;nfy;yhk;","Legacy Font Encoding","இவற்றுக்கெல்லாம்","இவற்றுக்கெல்லாம்"
"Njitapy;yhky;","Legacy Font Encoding","தேவையில்லாமல்","தேவையில்லாமல்"
"jiyia","Legacy Font Encoding","தலையை","தலையை"
"cilj;Jf;nfhs;skhl;Nld;.","Legacy Font Encoding","உடைத்துக்கொள்ளமாட்டேன்.","உடைத்துக்கொள்ளமாட்டேன்."
"Fspj;jTld;","Legacy Font Encoding","குளித்தவுடன்","குளித்தவுடன்"
"mk;kh","Legacy Font Encoding","அம்மா","அம்மா"
"jiyrPtp","Legacy Font Encoding","தலைசீவி","தலைசீவி"
"tpl;lhs;.","Legacy Font Encoding","விட்டாள்.","விட்டாள்."
">jw;F","Legacy Font Encoding","இதற்கு","இதற்கு"
"Kd;dUk;","Legacy Font Encoding","முன்னரும்","முன்னரும்"
"gy","Legacy Font Encoding","பல","பல"
"jlitfs;","Legacy Font Encoding","தடவைகள்","தடவைகள்"
"nra;Jtpl;bUf;fpwhs;.","Legacy Font Encoding","செய்துவிட்டிருக்கிறாள்.","செய்துவிட்டிருக்கிறாள்."
"nksdj;ijf;","Legacy Font Encoding","மௌனத்தைக்","மௌனத்தைக்"
"fiug;gjw;fhf.........","Legacy Font Encoding","கரைப்பதற்காக.........","கரைப்பதற்காக........."
"‘vd;dk;kh","Legacy Font Encoding","‘என்னம்மா","‘என்னம்மா"
"ehdpd;DQ;","Legacy Font Encoding","நானின்னுஞ்","நானின்னுஞ்"
"rpd;df;","Legacy Font Encoding","சின்னக்","சின்னக்"
"Foe;ijahŒ’","Legacy Font Encoding","குழந்தையாŒ’","குழந்தையாŒ’"
"vd;W","Legacy Font Encoding","என்று","என்று"
"Nfl;Nld;.","Legacy Font Encoding","கேட்டேன்.","கேட்டேன்."
"mt;tsTjhd;.","Legacy Font Encoding","அவ்வளவுதான்.","அவ்வளவுதான்."
"vjph;ghh;f;fhjjhf;Fjy;","Legacy Font Encoding","எதிர்பார்க்காததாக்குதல்","எதிர்பார்க்காததாக்குதல்"
"vjph;ghh;f;fhj","Legacy Font Encoding","எதிர்பார்க்காத","எதிர்பார்க்காத"
"jpirapypUe;J","Legacy Font Encoding","திசையிலிருந்து","திசையிலிருந்து"
"fpilj;jJ.","Legacy Font Encoding","கிடைத்தது.","கிடைத்தது."
"‘fy;ahzk;","Legacy Font Encoding","‘கல்யாணம்","‘கல்யாணம்"
"KbQ;R","Legacy Font Encoding","முடிஞ்சு","முடிஞ்சு"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"Foe;","Legacy Font Encoding","குழந்","குழந்"
"ijiag;","Legacy Font Encoding","தையைப்","தையைப்"
"ngj;jhYk;","Legacy Font Encoding","பெத்தாலும்","பெத்தாலும்"
"eP","Romanized Text Encoding","எப்","நீ"
"vdf;Ff;","Legacy Font Encoding","எனக்குக்","எனக்குக்"
"Foe;ijjhd;’","Legacy Font Encoding","குழந்தைதான்’","குழந்தைதான்’"
"nksdpahfptpl;Nld;.","Legacy Font Encoding","மௌனியாகிவிட்டேன்.","மௌனியாகிவிட்டேன்."
"ngz;","Legacy Font Encoding","பெண்","பெண்"
"ghh;f;fj;jhNd","Legacy Font Encoding","பார்க்கத்தானே","பார்க்கத்தானே"
"tUfpwhh;fs;,","Legacy Font Encoding","வருகிறார்கள்இ","வருகிறார்கள்இ"
"fy;ahzk;","Legacy Font Encoding","கல்யாணம்","கல்யாணம்"
"Kbe;j","Legacy Font Encoding","முடிந்த","முடிந்த"
"khjphpay;yth","Legacy Font Encoding","மாதிரியல்லவா","மாதிரியல்லவா"
"Gyk;Gfpwhs;.","Legacy Font Encoding","புலம்புகிறாள்.","புலம்புகிறாள்."
"ehd;","Legacy Font Encoding","நான்","நான்"
"tUfpwtidg;","Legacy Font Encoding","வருகிறவனைப்","வருகிறவனைப்"
"ghh;f;fNtapy;iy.","Legacy Font Encoding","பார்க்கவேயில்லை.","பார்க்கவேயில்லை."
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"mtidAk;","Legacy Font Encoding","அவனையும்","அவனையும்"
"mtDf;F","Legacy Font Encoding","அவனுக்கு","அவனுக்கு"
"vd;idAk;","Legacy Font Encoding","என்னையும்","என்னையும்"
"gpbj;jhyy;yNth","Legacy Font Encoding","பிடித்தாலல்லவோ","பிடித்தாலல்லவோ"
"fy;ahzk;","Legacy Font Encoding","கல்யாணம்","கல்யாணம்"
"gw;wp","Legacy Font Encoding","பற்றி","பற்றி"
"Nahrpf;fyhk;.","Legacy Font Encoding","யோசிக்கலாம்.","யோசிக்கலாம்."
">jw;Fg;","Legacy Font Encoding","இதற்குப்","இதற்குப்"
"gpd;","Legacy Font Encoding","பின்","பின்"
"mk;khTld;","Legacy Font Encoding","அம்மாவுடன்","அம்மாவுடன்"
"vd;d","Legacy Font Encoding","என்ன","என்ன"
"NgRtJ","Legacy Font Encoding","பேசுவது","பேசுவது"
"vd;W","Legacy Font Encoding","என்று","என்று"
"Ghpatpy;iy.","Legacy Font Encoding","புரியவில்லை.","புரியவில்லை."
"mz;zp","Legacy Font Encoding","அண்ணி","அண்ணி"
"vd;idf;","Legacy Font Encoding","என்னைக்","என்னைக்"
"fhZk;Ngh","Legacy Font Encoding","காணும்போ","காணும்போ"
"njy;yhk;","Legacy Font Encoding","தெல்லாம்","தெல்லாம்"
"xU","Legacy Font Encoding","ஒரு","ஒரு"
"khjphpr;","Legacy Font Encoding","மாதிரிச்","மாதிரிச்"
"rphpj;jhs;.","Legacy Font Encoding","சிரித்தாள்.","சிரித்தாள்."
"(vdf;F","Legacy Font Encoding","(எனக்கு","(எனக்கு"
"mg;gbj;","Legacy Font Encoding","அப்படித்","அப்படித்"
"njhpe;jNjh","Legacy Font Encoding","தெரிந்ததோ","தெரிந்ததோ"
"vd;dNth)","Legacy Font Encoding","என்னவோ)","என்னவோ)"
"vdf;F","Legacy Font Encoding","எனக்கு","எனக்கு"
"tpopNahuj;Jf;","Legacy Font Encoding","விழியோரத்துக்","விழியோரத்துக்"
"fdTfs;","Legacy Font Encoding","கனவுகள்","கனவுகள்"
"vOjpath;:","Legacy Font Encoding","எழுதியவர்:","எழுதியவர்:"
"jpUkiy","Legacy Font Encoding","திருமலை","திருமலை"
"Re;jh","Legacy Font Encoding","சுந்தா","சுந்தா"
"Kjw;gjpg;G","Legacy Font Encoding","முதற்பதிப்பு","முதற்பதிப்பு"
":","Legacy Font Encoding",":",":"
"khh;fop","Legacy Font Encoding","மார்கழி","மார்கழி"
"1995","Romanized Text Encoding","௧௯௯௫","1995"
"ntspaPL:","Legacy Font Encoding","வெளியீடு:","வெளியீடு:"
"fy;tp","Legacy Font Encoding","கல்வி","கல்வி"
"gz;ghl;L","Legacy Font Encoding","பண்பாட்டு","பண்பாட்டு"
"mYty;fs;","Legacy Font Encoding","அலுவல்கள்","அலுவல்கள்"
"tpisahl;Lj;Jiw","Legacy Font Encoding","விளையாட்டுத்துறை","விளையாட்டுத்துறை"
"mikr;R,","Legacy Font Encoding","அமைச்சுஇ","அமைச்சுஇ"
"jpUNfhzkiy.","Legacy Font Encoding","திருகோணமலை.","திருகோணமலை."
"tpiy.","Legacy Font Encoding","விலை.","விலை."
"&gh","Legacy Font Encoding","ரூபா","ரூபா"
"75/","Legacy Font Encoding","75/","75/"
"-","Legacy Font Encoding","-","-"
"jpUkiy","Legacy Font Encoding","திருமலை","திருமலை"
"Re;jhtpd;","Legacy Font Encoding","சுந்தாவின்","சுந்தாவின்"
"tpopNahuj;","Legacy Font Encoding","விழியோரத்","விழியோரத்"
"Jf;","Legacy Font Encoding","துக்","துக்"
"fdTfs;","Legacy Font Encoding","கனவுகள்","கனவுகள்"
"rpWfijj;","Legacy Font Encoding","சிறுகதைத்","சிறுகதைத்"
"njhFjp","Legacy Font Encoding","தொகுதி","தொகுதி"
"ey;ynjhU","Legacy Font Encoding","நல்லதொரு","நல்லதொரு"
"gilg;ghFk;.","Legacy Font Encoding","படைப்பாகும்.","படைப்பாகும்."
"kz;thr","Legacy Font Encoding","மண்வாச","மண்வாச"
"idia","Romanized Text Encoding","ஐடியா","னையை"
"vLj;Jf;","Legacy Font Encoding","எடுத்துக்","எடுத்துக்"
"$Wk;","Legacy Font Encoding","$றும்","$றும்"
"gyfijfs;","Legacy Font Encoding","பலகதைகள்","பலகதைகள்"
">jpy;","Legacy Font Encoding","இதில்","இதில்"
">lk;ngw;Ws;sd.","Legacy Font Encoding","இடம்பெற்றுள்ளன.","இடம்பெற்றுள்ளன."
"R.","Legacy Font Encoding","சு.","சு."
"jpahfuh[h,","Legacy Font Encoding","தியாகரா[hஇ","தியாகரா[hஇ"
"kjpg;Giuapy;","Legacy Font Encoding","மதிப்புரையில்","மதிப்புரையில்"
"ehisiaj;","Legacy Font Encoding","நாளையைத்","நாளையைத்"
"NjLk;","Legacy Font Encoding","தேடும்","தேடும்"
"kdpjh;fs;","Legacy Font Encoding","மனிதர்கள்","மனிதர்கள்"
"(rpWfijj;","Legacy Font Encoding","(சிறுகதைத்","(சிறுகதைத்"
"njhFjp);","Legacy Font Encoding","தொகுதி);","தொகுதி);"
"vOjpath;:","Legacy Font Encoding","எழுதியவர்:","எழுதியவர்:"
"jpUkiy","Legacy Font Encoding","திருமலை","திருமலை"
"Re;jh","Legacy Font Encoding","சுந்தா","சுந்தா"
"Kjw;","Legacy Font Encoding","முதற்","முதற்"
"gjpg;G:","Legacy Font Encoding","பதிப்பு:","பதிப்பு:"
"ij","Legacy Font Encoding","தை","தை"
"1999.","Legacy Font Encoding","1999.","1999."
"ntspaPL","Legacy Font Encoding","வெளியீடு","வெளியீடு"
":","Legacy Font Encoding",":",":"
"mk;kh","Legacy Font Encoding","அம்மா","அம்மா"
"gjpg;gfk;","Legacy Font Encoding","பதிப்பகம்","பதிப்பகம்"
"172,gpujhdtPjp,","Legacy Font Encoding","172இபிரதானவீதிஇ","172இபிரதானவீதிஇ"
"jpUkiy","Legacy Font Encoding","திருமலை","திருமலை"
"tpiy:","Legacy Font Encoding","விலை:","விலை:"
"&gh","Legacy Font Encoding","ரூபா","ரூபா"
"100","Legacy Font Encoding","100","100"
"/-","Legacy Font Encoding","/-","/-"
"jpUNfhzkiy","Legacy Font Encoding","திருகோணமலை","திருகோணமலை"
"kz;zpYk;,","Legacy Font Encoding","மண்ணிலும்இ","மண்ணிலும்இ"
"<oj;jpYk;","Legacy Font Encoding","ஈழத்திலும்","ஈழத்திலும்"
"Fwpg;gplj;jf;f","Legacy Font Encoding","குறிப்பிடத்தக்க","குறிப்பிடத்தக்க"
"rpWfij","Legacy Font Encoding","சிறுகதை","சிறுகதை"
"vOj;jhsuhf","Legacy Font Encoding","எழுத்தாளராக","எழுத்தாளராக"
"tpsq;Fk;","Legacy Font Encoding","விளங்கும்","விளங்கும்"
"ez;gh;","Legacy Font Encoding","நண்பர்","நண்பர்"
"Re;jh","Legacy Font Encoding","சுந்தா","சுந்தா"
">t;ntspaPl;by;","Legacy Font Encoding","இவ்வெளியீட்டில்","இவ்வெளியீட்டில்"
"tUk;","Legacy Font Encoding","வரும்","வரும்"
"rpW","Legacy Font Encoding","சிறு","சிறு"
"fijfis","Legacy Font Encoding","கதைகளை","கதைகளை"
"rkaj;","Legacy Font Encoding","சமயத்","சமயத்"
"ij","Legacy Font Encoding","தை","தை"
"ikakhf","Legacy Font Encoding","மையமாக","மையமாக"
"itj;J","Legacy Font Encoding","வைத்து","வைத்து"
"jd;","Legacy Font Encoding","தன்","தன்"
"vz;zq;fisj;","Legacy Font Encoding","எண்ணங்களைத்","எண்ணங்களைத்"
"jhd;","Legacy Font Encoding","தான்","தான்"
"gilj;j","Legacy Font Encoding","படைத்த","படைத்த"
"ghj;jpuq;fs;","Legacy Font Encoding","பாத்திரங்கள்","பாத்திரங்கள்"
"%yk;","Legacy Font Encoding","மூலம்","மூலம்"
"czh;r;rp","Legacy Font Encoding","உணர்ச்சி","உணர்ச்சி"
"G+h;tkhf","Legacy Font Encoding","பு+ர்வமாக","பு+ர்வமாக"
"vLj;Jr;","Legacy Font Encoding","எடுத்துச்","எடுத்துச்"
"nrhy;Yk;","Legacy Font Encoding","சொல்லும்","சொல்லும்"
"ghzp","Legacy Font Encoding","பாணி","பாணி"
